Région,Sexe,Période,ICD-10,Type cancer,Nombre de cas ,Taux brut , Taux standardisé ,lower 95% ,upper IC 95%
Suisse,Hommes,2009,C69,Œil,34,0.9,0.7,0.4,1.1
Suisse,Hommes,2009,C70-72,Cerveau et Système nerveux central,341,8.9,7.9,6.8,9.2
Suisse,Hommes,2009,C73,Thyroïde,164,4.3,3.8,3.1,4.7
Suisse,Hommes,2009,C81,Lymphome de Hodgkin,132,3.5,3.3,2.6,4.1
Suisse,Hommes,2009,"C82-86,C96",Lymphome non hodgkinien,757,19.9,16.3,14.8,18
Suisse,Hommes,2009,C90,Myélome multiple,386,10.1,8,6.9,9.2
Suisse,Hommes,2009,C91-95,Leucémie,619,16.3,13.4,12,15
Suisse,Hommes,2009,C91,Leucémie lymphoïde,355,9.3,7.8,6.7,9
Suisse,Hommes,2009,C92-94,Leucémie myéloïde,245,6.4,5.2,4.4,6.2
Suisse,Hommes,2009,Other_C-code,Autres localisations du cancer,602,15.8,12.5,11.2,13.9
Suisse,Hommes,2009,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),21019,551.9,446.6,438.4,454.9
Suisse,Hommes,2010,C00-14,Cavité buccale et pharynx,795,20.7,17.3,15.8,18.8
Suisse,Hommes,2010,C15,Œsophage,437,11.3,9.2,8.1,10.4
Suisse,Hommes,2010,C16,Estomac,543,14.1,10.9,9.7,12.1
Suisse,Hommes,2010,C17,Intestin grêle,127,3.3,2.7,2.1,3.3
Suisse,Hommes,2010,C18-20,Côlon et Rectum,2381,61.8,48.4,45.9,51
Suisse,Hommes,2010,C21,Anus et Canal anal,67,1.7,1.4,1,1.9
Suisse,Hommes,2010,C22,Foie,589,15.3,12.3,11.1,13.6
Suisse,Hommes,2010,C23-24,Vésicule et voies biliaires extra-hépat.,159,4.1,3.2,2.6,3.9
Suisse,Hommes,2010,C25,Pancréas,586,15.2,11.9,10.7,13.3
Suisse,Hommes,2010,C32,Larynx,213,5.5,4.6,3.8,5.4
Suisse,Hommes,2010,C33-34,"Poumon, Bronches, Trachée",2535,65.8,51.7,49.1,54.3
Suisse,Hommes,2010,"C38.4,C45.0",Plèvre,136,3.5,2.7,2.1,3.4
Suisse,Hommes,2010,C40-41,"Os, Articulations, Cartilage",47,1.2,1.2,0.8,1.7
Suisse,Hommes,2010,C43,Mélanome,1286,33.4,27.2,25.4,29.2
Suisse,Hommes,2010,"C47,C49",Tissus mous,168,4.4,3.7,3,4.5
Suisse,Hommes,2010,C50,Sein,56,1.4,1.1,0.8,1.6
Suisse,Hommes,2010,C61,Prostate,6201,161,127.8,123.7,132
Suisse,Hommes,2010,C62,Testicule,389,10.1,9.7,8.5,10.9
Suisse,Hommes,2010,C64,Rein,608,15.8,12.8,11.6,14.2
Suisse,Hommes,2010,C67,Vessie,884,23,17.3,15.9,18.9
Suisse,Hommes,2010,"C65-66,C68",Autres organes urinaires,86,2.2,1.7,1.3,2.3
Suisse,Hommes,2010,C69,Œil,28,0.7,0.7,0.4,1.1
Suisse,Hommes,2010,C70-72,Cerveau et Système nerveux central,388,10.1,8.9,7.7,10.1
Suisse,Hommes,2010,C73,Thyroïde,205,5.3,4.5,3.8,5.4
Suisse,Hommes,2010,C81,Lymphome de Hodgkin,140,3.6,3.5,2.8,4.4
Suisse,Hommes,2010,"C82-86,C96",Lymphome non hodgkinien,697,18.1,14.6,13.3,16.1
Suisse,Hommes,2010,C90,Myélome multiple,355,9.2,7.3,6.3,8.3
Suisse,Hommes,2010,C91-95,Leucémie,525,13.6,11.1,9.9,12.5
Suisse,Hommes,2010,C91,Leucémie lymphoïde,292,7.6,6.3,5.4,7.3
Suisse,Hommes,2010,C92-94,Leucémie myéloïde,224,5.8,4.7,3.9,5.5
Suisse,Hommes,2010,Other_C-code,Autres localisations du cancer,628,16.3,12.9,11.6,14.3
Suisse,Hommes,2010,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),21258,552,442.3,434.7,450
Suisse,Hommes,2011,C00-14,Cavité buccale et pharynx,777,19.9,16.7,15.3,18.2
Suisse,Hommes,2011,C15,Œsophage,401,10.3,8.2,7.2,9.2
Suisse,Hommes,2011,C16,Estomac,549,14.1,11,9.9,12.2
Suisse,Hommes,2011,C17,Intestin grêle,109,2.8,2.2,1.7,2.8
Suisse,Hommes,2011,C18-20,Côlon et Rectum,2347,60.2,46.6,44.3,49.1
Suisse,Hommes,2011,C21,Anus et Canal anal,55,1.4,1.1,0.8,1.5
Suisse,Hommes,2011,C22,Foie,544,13.9,11,9.9,12.1
Suisse,Hommes,2011,C23-24,Vésicule et voies biliaires extra-hépat.,156,4,3,2.5,3.7
Suisse,Hommes,2011,C25,Pancréas,611,15.7,12,10.9,13.3
Suisse,Hommes,2011,C32,Larynx,260,6.7,5.4,4.6,6.3
Suisse,Hommes,2011,C33-34,"Poumon, Bronches, Trachée",2534,65,51.3,48.8,53.9
Suisse,Hommes,2011,"C38.4,C45.0",Plèvre,150,3.9,2.9,2.3,3.6
Suisse,Hommes,2011,C40-41,"Os, Articulations, Cartilage",69,1.8,1.7,1.2,2.3
Suisse,Hommes,2011,C43,Mélanome,1344,34.5,27.9,26,29.8
Suisse,Hommes,2011,"C47,C49",Tissus mous,175,4.5,3.7,3,4.4
Suisse,Hommes,2011,C50,Sein,29,0.7,0.6,0.4,0.9
Suisse,Hommes,2011,C61,Prostate,6545,167.8,132.6,128.6,136.7
Suisse,Hommes,2011,C62,Testicule,422,10.8,10.4,9.2,11.7
Suisse,Hommes,2011,C64,Rein,624,16,12.9,11.7,14.3
Suisse,Hommes,2011,C67,Vessie,836,21.4,15.9,14.6,17.4
Suisse,Hommes,2011,"C65-66,C68",Autres organes urinaires,104,2.7,2,1.6,2.6
Suisse,Hommes,2011,C69,Œil,28,0.7,0.7,0.4,1.1
Suisse,Hommes,2011,C70-72,Cerveau et Système nerveux central,381,9.8,8.3,7.3,9.4
Suisse,Hommes,2011,C73,Thyroïde,166,4.2,3.7,3,4.5
Suisse,Hommes,2011,C81,Lymphome de Hodgkin,163,4.2,3.9,3.2,4.7
Suisse,Hommes,2011,"C82-86,C96",Lymphome non hodgkinien,755,19.4,15.6,14.2,17
Suisse,Hommes,2011,C90,Myélome multiple,250,6.4,5,4.3,5.8
Suisse,Hommes,2011,C91-95,Leucémie,569,14.6,12.4,11.2,13.8
Suisse,Hommes,2011,C91,Leucémie lymphoïde,298,7.6,6.8,5.8,7.8
Suisse,Hommes,2011,C92-94,Leucémie myéloïde,262,6.7,5.5,4.7,6.4
Suisse,Hommes,2011,Other_C-code,Autres localisations du cancer,632,16.2,12.6,11.4,13.9
Suisse,Hommes,2011,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),21584,553.5,441.4,434.1,448.9
Suisse,Hommes,2012,C00-14,Cavité buccale et pharynx,791,20.1,16.6,15.1,18.1
Suisse,Hommes,2012,C15,Œsophage,470,11.9,9.5,8.4,10.7
Suisse,Hommes,2012,C16,Estomac,513,13,10.1,9,11.3
Suisse,Hommes,2012,C17,Intestin grêle,116,2.9,2.4,1.8,3
Suisse,Hommes,2012,C18-20,Côlon et Rectum,2357,59.7,45.7,43.3,48.1
Suisse,Hommes,2012,C21,Anus et Canal anal,62,1.6,1.3,0.9,1.7
Suisse,Hommes,2012,C22,Foie,670,17,13.3,12.1,14.6
Suisse,Hommes,2012,C23-24,Vésicule et voies biliaires extra-hépat.,135,3.4,2.5,2,3.1
Suisse,Hommes,2012,C25,Pancréas,666,16.9,13,11.8,14.3
Suisse,Hommes,2012,C32,Larynx,246,6.2,5,4.2,5.8
Suisse,Hommes,2012,C33-34,"Poumon, Bronches, Trachée",2563,65,49.9,47.5,52.5
Suisse,Hommes,2012,"C38.4,C45.0",Plèvre,164,4.2,3.1,2.5,3.9
Suisse,Hommes,2012,C40-41,"Os, Articulations, Cartilage",44,1.1,1.1,0.7,1.6
Suisse,Hommes,2012,C43,Mélanome,1441,36.5,29,27.1,31
Suisse,Hommes,2012,"C47,C49",Tissus mous,159,4,3.4,2.7,4.1
Suisse,Hommes,2012,C50,Sein,62,1.6,1.2,0.9,1.7
Suisse,Hommes,2012,C61,Prostate,6065,153.7,119.6,115.7,123.6
Suisse,Hommes,2012,C62,Testicule,426,10.8,10.5,9.2,11.8
Suisse,Hommes,2012,C64,Rein,661,16.7,13.2,12,14.6
Suisse,Hommes,2012,C67,Vessie,914,23.2,17,15.6,18.5
Suisse,Hommes,2012,"C65-66,C68",Autres organes urinaires,98,2.5,1.8,1.4,2.4
Suisse,Hommes,2012,C69,Œil,33,0.8,0.7,0.4,1.1
Suisse,Hommes,2012,C70-72,Cerveau et Système nerveux central,327,8.3,7.1,6.1,8.2
Suisse,Hommes,2012,C73,Thyroïde,199,5,4.3,3.6,5.1
Suisse,Hommes,2012,C81,Lymphome de Hodgkin,138,3.5,3.2,2.6,4
Suisse,Hommes,2012,"C82-86,C96",Lymphome non hodgkinien,783,19.8,15.5,14.2,17
Suisse,Hommes,2012,C90,Myélome multiple,291,7.4,5.7,4.9,6.6
Suisse,Hommes,2012,C91-95,Leucémie,556,14.1,11.9,10.7,13.3
Suisse,Hommes,2012,C91,Leucémie lymphoïde,306,7.8,6.8,5.8,7.9
Suisse,Hommes,2012,C92-94,Leucémie myéloïde,240,6.1,4.9,4.2,5.8
Suisse,Hommes,2012,Other_C-code,Autres localisations du cancer,611,15.5,11.7,10.5,13
Suisse,Hommes,2012,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),21560,546.5,429.4,422,436.9
Suisse,Hommes,2013,C00-14,Cavité buccale et pharynx,738,18.5,15.1,13.9,16.5
Suisse,Hommes,2013,C15,Œsophage,439,11,8.3,7.4,9.3
Suisse,Hommes,2013,C16,Estomac,625,15.6,11.8,10.7,13
Suisse,Hommes,2013,C17,Intestin grêle,121,3,2.4,1.9,3
Suisse,Hommes,2013,C18-20,Côlon et Rectum,2465,61.7,46.8,44.6,49.1
Suisse,Hommes,2013,C21,Anus et Canal anal,54,1.4,1.1,0.8,1.5
Suisse,Hommes,2013,C22,Foie,588,14.7,11.4,10.4,12.5
Suisse,Hommes,2013,C23-24,Vésicule et voies biliaires extra-hépat.,153,3.8,2.7,2.2,3.3
Suisse,Hommes,2013,C25,Pancréas,630,15.8,11.7,10.7,12.9
Suisse,Hommes,2013,C32,Larynx,225,5.6,4.4,3.8,5.2
Suisse,Hommes,2013,C33-34,"Poumon, Bronches, Trachée",2632,65.9,49.9,47.7,52.3
Suisse,Hommes,2013,"C38.4,C45.0",Plèvre,150,3.8,2.8,2.3,3.4
Suisse,Hommes,2013,C40-41,"Os, Articulations, Cartilage",41,1,1,0.7,1.4
Suisse,Hommes,2013,C43,Mélanome,1362,34.1,26.8,25.1,28.6
Suisse,Hommes,2013,"C47,C49",Tissus mous,182,4.6,3.8,3.2,4.6
Suisse,Hommes,2013,C50,Sein,53,1.3,1.1,0.7,1.4
Suisse,Hommes,2013,C61,Prostate,5901,147.7,113.1,109.6,116.6
Suisse,Hommes,2013,C62,Testicule,506,12.7,12.3,11,13.6
Suisse,Hommes,2013,C64,Rein,605,15.2,11.8,10.7,13
Suisse,Hommes,2013,C67,Vessie,932,23.3,17,15.7,18.3
Suisse,Hommes,2013,"C65-66,C68",Autres organes urinaires,118,3,2.2,1.8,2.7
Suisse,Hommes,2013,C69,Œil,28,0.7,0.6,0.3,0.9
Suisse,Hommes,2013,C70-72,Cerveau et Système nerveux central,397,9.9,8.5,7.5,9.6
Suisse,Hommes,2013,C73,Thyroïde,249,6.2,5.4,4.6,6.2
Suisse,Hommes,2013,C81,Lymphome de Hodgkin,165,4.1,4,3.3,4.8
Suisse,Hommes,2013,"C82-86,C96",Lymphome non hodgkinien,821,20.6,16.3,15,17.7
Suisse,Hommes,2013,C90,Myélome multiple,316,7.9,6.1,5.3,6.9
Suisse,Hommes,2013,C91-95,Leucémie,599,15,12.3,11.1,13.5
Suisse,Hommes,2013,C91,Leucémie lymphoïde,319,8,6.7,5.8,7.7
Suisse,Hommes,2013,C92-94,Leucémie myéloïde,273,6.8,5.4,4.7,6.2
Suisse,Hommes,2013,Other_C-code,Autres localisations du cancer,618,15.5,11.6,10.5,12.8
Suisse,Hommes,2013,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),21712,543.4,422.3,415.6,429.1
Suisse,Hommes,2014,C00-14,Cavité buccale et pharynx,766,18.9,15.1,14,16.3
Suisse,Hommes,2014,C15,Œsophage,485,12,9.1,8.2,10
Suisse,Hommes,2014,C16,Estomac,549,13.6,10.2,9.3,11.2
Suisse,Hommes,2014,C17,Intestin grêle,156,3.9,3,2.5,3.6
Suisse,Hommes,2014,C18-20,Côlon et Rectum,2481,61.3,45.8,43.9,47.8
Suisse,Hommes,2014,C21,Anus et Canal anal,50,1.2,1,0.7,1.3
Suisse,Hommes,2014,C22,Foie,581,14.3,10.9,10,11.9
Suisse,Hommes,2014,C23-24,Vésicule et voies biliaires extra-hépat.,151,3.7,2.7,2.3,3.3
Suisse,Hommes,2014,C25,Pancréas,696,17.2,12.7,11.7,13.8
Suisse,Hommes,2014,C32,Larynx,211,5.2,4,3.5,4.7
Suisse,Hommes,2014,C33-34,"Poumon, Bronches, Trachée",2545,62.9,47.3,45.3,49.4
Suisse,Hommes,2014,"C38.4,C45.0",Plèvre,180,4.4,3.1,2.6,3.7
Suisse,Hommes,2014,C40-41,"Os, Articulations, Cartilage",47,1.2,1.1,0.8,1.5
Suisse,Hommes,2014,C43,Mélanome,1521,37.6,29.2,27.6,30.8
Suisse,Hommes,2014,"C47,C49",Tissus mous,164,4.1,3.3,2.7,3.9
Suisse,Hommes,2014,C50,Sein,54,1.3,1,0.7,1.4
Suisse,Hommes,2014,C61,Prostate,5726,141.5,106.9,103.9,110
Suisse,Hommes,2014,C62,Testicule,477,11.8,11.3,10.3,12.5
Suisse,Hommes,2014,C64,Rein,685,16.9,13.1,12,14.2
Suisse,Hommes,2014,C67,Vessie,920,22.7,16.3,15.2,17.5
Suisse,Hommes,2014,"C65-66,C68",Autres organes urinaires,112,2.8,2,1.6,2.4
Suisse,Hommes,2014,C69,Œil,28,0.7,0.5,0.3,0.8
Suisse,Hommes,2014,C70-72,Cerveau et Système nerveux central,340,8.4,7,6.2,7.9
Suisse,Hommes,2014,C73,Thyroïde,240,5.9,5.2,4.5,5.9
Suisse,Hommes,2014,C81,Lymphome de Hodgkin,161,4,3.6,3,4.3
Suisse,Hommes,2014,"C82-86,C96",Lymphome non hodgkinien,866,21.4,16.9,15.7,18.2
Suisse,Hommes,2014,C90,Myélome multiple,321,7.9,5.9,5.2,6.6
Suisse,Hommes,2014,C91-95,Leucémie,590,14.6,11.7,10.7,12.8
Suisse,Hommes,2014,C91,Leucémie lymphoïde,320,7.9,6.4,5.7,7.2
Suisse,Hommes,2014,C92-94,Leucémie myéloïde,259,6.4,5.1,4.4,5.8
Suisse,Hommes,2014,Other_C-code,Autres localisations du cancer,664,16.4,12.2,11.2,13.3
Suisse,Hommes,2014,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),21765,537.7,412.3,406.3,418.3
Suisse,Femmes,1990,C00-14,Cavité buccale et pharynx,211,6.1,5.2,4.2,6.3
Suisse,Femmes,1990,C15,Œsophage,106,3.1,2.2,1.6,3
Suisse,Femmes,1990,C16,Estomac,413,12,8,6.9,9.2
Suisse,Femmes,1990,C17,Intestin grêle,44,1.3,1,0.6,1.5
Suisse,Femmes,1990,C18-20,Côlon et Rectum,1545,45,32.2,29.9,34.7
Suisse,Femmes,1990,C21,Anus et Canal anal,52,1.5,1.2,0.7,1.7
Suisse,Femmes,1990,C22,Foie,106,3.1,2.4,1.8,3.2
Suisse,Femmes,1990,C23-24,Vésicule et voies biliaires extra-hépat.,222,6.5,4.2,3.4,5.1
Suisse,Femmes,1990,C25,Pancréas,436,12.7,8.6,7.4,9.8
Suisse,Femmes,1990,C32,Larynx,39,1.1,1,0.6,1.6
Suisse,Femmes,1990,C33-34,"Poumon, Bronches, Trachée",628,18.3,14.5,12.9,16.2
Suisse,Femmes,1990,"C38.4,C45.0",Plèvre,6,0.2,0.1,0,0.4
Suisse,Femmes,1990,C40-41,"Os, Articulations, Cartilage",46,1.3,1.2,0.7,1.9
Suisse,Femmes,1990,C43,Mélanome,552,16.1,14.1,12.5,15.9
Suisse,Femmes,1990,"C47,C49",Tissus mous,98,2.9,2.6,1.9,3.4
Suisse,Femmes,1990,C50,Sein,3746,109.1,93.4,89.2,97.8
Suisse,Femmes,1990,C53,Col de l'utérus,355,10.3,9.2,7.9,10.7
Suisse,Femmes,1990,C54-55,Corps de l'utérus,816,23.8,19.5,17.6,21.6
Suisse,Femmes,1990,C56,Ovaire,566,16.5,13.5,11.9,15.2
Suisse,Femmes,1990,C64,Rein,228,6.6,5.4,4.4,6.5
Suisse,Femmes,1990,C67,Vessie,265,7.7,5.3,4.4,6.4
Suisse,Femmes,1990,"C65-66,C68",Autres organes urinaires,53,1.5,1.1,0.7,1.7
Suisse,Femmes,1990,C69,Œil,38,1.1,1.1,0.7,1.8
Suisse,Femmes,1990,C70-72,Cerveau et Système nerveux central,201,5.9,5.2,4.2,6.4
Suisse,Femmes,1990,C73,Thyroïde,193,5.6,4.6,3.7,5.6
Suisse,Femmes,1990,C81,Lymphome de Hodgkin,89,2.6,2.3,1.7,3.1
Suisse,Femmes,1990,"C82-86,C96",Lymphome non hodgkinien,482,14,10.7,9.3,12.2
Suisse,Femmes,1990,C90,Myélome multiple,163,4.8,3.4,2.7,4.2
Suisse,Femmes,1990,C91-95,Leucémie,306,8.9,7,5.9,8.3
Suisse,Femmes,1990,C91,Leucémie lymphoïde,153,4.4,3.4,2.7,4.4
Suisse,Femmes,1990,C92-94,Leucémie myéloïde,137,4,3.3,2.5,4.2
Suisse,Femmes,1990,Other_C-code,Autres localisations du cancer,656,19.1,12.8,11.4,14.3
Suisse,Femmes,1990,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),12660,368.6,293,285.6,300.5
Suisse,Femmes,1991,C00-14,Cavité buccale et pharynx,219,6.3,5.5,4.5,6.6
Suisse,Femmes,1991,C15,Œsophage,73,2.1,1.6,1.1,2.2
Suisse,Femmes,1991,C16,Estomac,416,11.9,8.1,7,9.4
Suisse,Femmes,1991,C17,Intestin grêle,53,1.5,1.1,0.7,1.7
Suisse,Femmes,1991,C18-20,Côlon et Rectum,1507,43.3,30.9,28.7,33.3
Suisse,Femmes,1991,C21,Anus et Canal anal,86,2.5,1.8,1.3,2.5
Suisse,Femmes,1991,C22,Foie,97,2.8,1.9,1.4,2.5
Suisse,Femmes,1991,C23-24,Vésicule et voies biliaires extra-hépat.,213,6.1,4.1,3.3,5
Suisse,Femmes,1991,C25,Pancréas,454,13,8.7,7.6,10
Suisse,Femmes,1991,C32,Larynx,37,1.1,0.8,0.5,1.3
Suisse,Femmes,1991,C33-34,"Poumon, Bronches, Trachée",721,20.7,16.8,15.1,18.7
Suisse,Femmes,1991,"C38.4,C45.0",Plèvre,15,0.4,0.3,0.1,0.7
Suisse,Femmes,1991,C40-41,"Os, Articulations, Cartilage",39,1.1,1,0.6,1.6
Suisse,Femmes,1991,C43,Mélanome,533,15.3,13.4,11.8,15.1
Suisse,Femmes,1991,"C47,C49",Tissus mous,111,3.2,2.7,2,3.5
Suisse,Femmes,1991,C50,Sein,3824,109.9,94.7,90.4,99
Suisse,Femmes,1991,C53,Col de l'utérus,350,10.1,8.9,7.6,10.4
Suisse,Femmes,1991,C54-55,Corps de l'utérus,792,22.8,19,17.1,21
Suisse,Femmes,1991,C56,Ovaire,572,16.4,13.6,12,15.3
Suisse,Femmes,1991,C64,Rein,243,7,5.6,4.6,6.7
Suisse,Femmes,1991,C67,Vessie,295,8.5,5.9,5,7
Suisse,Femmes,1991,"C65-66,C68",Autres organes urinaires,72,2.1,1.5,1,2.1
Suisse,Femmes,1991,C69,Œil,45,1.3,1.2,0.7,1.7
Suisse,Femmes,1991,C70-72,Cerveau et Système nerveux central,189,5.4,4.7,3.8,5.8
Suisse,Femmes,1991,C73,Thyroïde,224,6.4,5.5,4.5,6.6
Suisse,Femmes,1991,C81,Lymphome de Hodgkin,78,2.2,2.2,1.5,3
Suisse,Femmes,1991,"C82-86,C96",Lymphome non hodgkinien,468,13.4,10.5,9.1,11.9
Suisse,Femmes,1991,C90,Myélome multiple,180,5.2,3.8,3,4.7
Suisse,Femmes,1991,C91-95,Leucémie,311,8.9,7,5.9,8.2
Suisse,Femmes,1991,C91,Leucémie lymphoïde,141,4.1,3.5,2.7,4.4
Suisse,Femmes,1991,C92-94,Leucémie myéloïde,160,4.6,3.3,2.6,4.1
Suisse,Femmes,1991,Other_C-code,Autres localisations du cancer,672,19.3,13.7,12.2,15.3
Suisse,Femmes,1991,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),12888,370.3,296.5,289.1,304
Suisse,Femmes,1992,C00-14,Cavité buccale et pharynx,203,5.8,5.2,4.2,6.3
Suisse,Femmes,1992,C15,Œsophage,93,2.6,1.9,1.4,2.6
Suisse,Femmes,1992,C16,Estomac,414,11.8,8,6.9,9.2
Suisse,Femmes,1992,C17,Intestin grêle,51,1.5,0.9,0.6,1.4
Suisse,Femmes,1992,C18-20,Côlon et Rectum,1700,48.3,34.3,31.9,36.8
Suisse,Femmes,1992,C21,Anus et Canal anal,73,2.1,1.8,1.2,2.4
Suisse,Femmes,1992,C22,Foie,98,2.8,2,1.4,2.6
Suisse,Femmes,1992,C23-24,Vésicule et voies biliaires extra-hépat.,222,6.3,4.2,3.4,5
Suisse,Femmes,1992,C25,Pancréas,419,11.9,8,6.9,9.3
Suisse,Femmes,1992,C32,Larynx,22,0.6,0.6,0.3,1
Suisse,Femmes,1992,C33-34,"Poumon, Bronches, Trachée",824,23.4,19.6,17.7,21.6
Suisse,Femmes,1992,"C38.4,C45.0",Plèvre,15,0.4,0.3,0.1,0.7
Suisse,Femmes,1992,C40-41,"Os, Articulations, Cartilage",44,1.3,1.2,0.7,1.9
Suisse,Femmes,1992,C43,Mélanome,619,17.6,15.3,13.6,17.1
Suisse,Femmes,1992,"C47,C49",Tissus mous,77,2.2,1.9,1.3,2.5
Suisse,Femmes,1992,C50,Sein,3908,111.1,95.7,91.5,100.1
Suisse,Femmes,1992,C53,Col de l'utérus,324,9.2,8.2,7,9.6
Suisse,Femmes,1992,C54-55,Corps de l'utérus,740,21,17.3,15.6,19.2
Suisse,Femmes,1992,C56,Ovaire,630,17.9,15,13.3,16.7
Suisse,Femmes,1992,C64,Rein,206,5.9,4.7,3.8,5.7
Suisse,Femmes,1992,C67,Vessie,291,8.3,5.5,4.6,6.5
Suisse,Femmes,1992,"C65-66,C68",Autres organes urinaires,60,1.7,1.2,0.8,1.8
Suisse,Femmes,1992,C69,Œil,30,0.9,0.8,0.4,1.3
Suisse,Femmes,1992,C70-72,Cerveau et Système nerveux central,193,5.5,5,4.1,6.2
Suisse,Femmes,1992,C73,Thyroïde,211,6,5.3,4.3,6.4
Suisse,Femmes,1992,C81,Lymphome de Hodgkin,61,1.7,1.6,1.1,2.3
Suisse,Femmes,1992,"C82-86,C96",Lymphome non hodgkinien,483,13.7,10.5,9.2,12
Suisse,Femmes,1992,C90,Myélome multiple,174,4.9,3.6,2.9,4.5
Suisse,Femmes,1992,C91-95,Leucémie,322,9.2,7.4,6.2,8.7
Suisse,Femmes,1992,C91,Leucémie lymphoïde,160,4.6,3.8,3,4.8
Suisse,Femmes,1992,C92-94,Leucémie myéloïde,151,4.3,3.4,2.6,4.2
Suisse,Femmes,1992,Other_C-code,Autres localisations du cancer,694,19.7,13.8,12.3,15.4
Suisse,Femmes,1992,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),13199,375.2,300.8,293.4,308.3
Suisse,Femmes,1993,C00-14,Cavité buccale et pharynx,254,7.1,6.1,5.1,7.3
Suisse,Femmes,1993,C15,Œsophage,104,2.9,1.9,1.4,2.5
Suisse,Femmes,1993,C16,Estomac,448,12.6,8.3,7.2,9.6
Suisse,Femmes,1993,C17,Intestin grêle,53,1.5,1.2,0.8,1.8
Suisse,Femmes,1993,C18-20,Côlon et Rectum,1628,45.9,32.8,30.5,35.2
Suisse,Femmes,1993,C21,Anus et Canal anal,85,2.4,1.8,1.3,2.4
Suisse,Femmes,1993,C22,Foie,125,3.5,2.5,1.9,3.2
Suisse,Femmes,1993,C23-24,Vésicule et voies biliaires extra-hépat.,191,5.4,3.4,2.7,4.2
Suisse,Femmes,1993,C25,Pancréas,383,10.8,7.3,6.3,8.5
Suisse,Femmes,1993,C32,Larynx,21,0.6,0.5,0.3,1
Suisse,Femmes,1993,C33-34,"Poumon, Bronches, Trachée",834,23.5,18.7,16.9,20.6
Suisse,Femmes,1993,"C38.4,C45.0",Plèvre,25,0.7,0.5,0.2,0.8
Suisse,Femmes,1993,C40-41,"Os, Articulations, Cartilage",32,0.9,0.9,0.5,1.4
Suisse,Femmes,1993,C43,Mélanome,676,19,16.7,14.9,18.6
Suisse,Femmes,1993,"C47,C49",Tissus mous,117,3.3,2.8,2.1,3.6
Suisse,Femmes,1993,C50,Sein,3895,109.7,93.8,89.7,98.1
Suisse,Femmes,1993,C53,Col de l'utérus,395,11.1,9.9,8.6,11.4
Suisse,Femmes,1993,C54-55,Corps de l'utérus,759,21.4,17,15.3,18.8
Suisse,Femmes,1993,C56,Ovaire,604,17,14.1,12.5,15.8
Suisse,Femmes,1993,C64,Rein,264,7.4,5.8,4.8,7
Suisse,Femmes,1993,C67,Vessie,245,6.9,4.9,4,5.9
Suisse,Femmes,1993,"C65-66,C68",Autres organes urinaires,45,1.3,0.9,0.6,1.4
Suisse,Femmes,1993,C69,Œil,22,0.6,0.4,0.2,0.8
Suisse,Femmes,1993,C70-72,Cerveau et Système nerveux central,174,4.9,4.4,3.5,5.4
Suisse,Femmes,1993,C73,Thyroïde,236,6.6,5.7,4.8,6.9
Suisse,Femmes,1993,C81,Lymphome de Hodgkin,89,2.5,2.4,1.7,3.2
Suisse,Femmes,1993,"C82-86,C96",Lymphome non hodgkinien,529,14.9,11.4,10,12.9
Suisse,Femmes,1993,C90,Myélome multiple,206,5.8,4.1,3.3,5
Suisse,Femmes,1993,C91-95,Leucémie,317,8.9,7.2,6.1,8.4
Suisse,Femmes,1993,C91,Leucémie lymphoïde,143,4,3.2,2.5,4.1
Suisse,Femmes,1993,C92-94,Leucémie myéloïde,166,4.7,3.7,2.9,4.6
Suisse,Femmes,1993,Other_C-code,Autres localisations du cancer,617,17.4,11.9,10.6,13.4
Suisse,Femmes,1993,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),13370,376.7,299.2,291.9,306.6
Suisse,Femmes,1994,C00-14,Cavité buccale et pharynx,253,7.1,5.9,4.9,7.1
Suisse,Femmes,1994,C15,Œsophage,105,2.9,2.5,1.9,3.3
Suisse,Femmes,1994,C16,Estomac,405,11.3,7.5,6.5,8.7
Suisse,Femmes,1994,C17,Intestin grêle,64,1.8,1.4,1,2
Suisse,Femmes,1994,C18-20,Côlon et Rectum,1554,43.4,30.7,28.5,33
Suisse,Femmes,1994,C21,Anus et Canal anal,91,2.5,1.9,1.4,2.6
Suisse,Femmes,1994,C22,Foie,115,3.2,2.1,1.6,2.8
Suisse,Femmes,1994,C23-24,Vésicule et voies biliaires extra-hépat.,208,5.8,3.7,3,4.6
Suisse,Femmes,1994,C25,Pancréas,373,10.4,7.2,6.2,8.3
Suisse,Femmes,1994,C32,Larynx,38,1.1,0.9,0.6,1.4
Suisse,Femmes,1994,C33-34,"Poumon, Bronches, Trachée",878,24.5,19.9,18.1,21.9
